dataset,model,feature,importance
torres_torres,random_forest,wpli_gamma_F3_F4,0.003189717920452652
torres_torres,svm,wpli_gamma_F3_F4,0.0
torres_torres,random_forest,wpli_delta_C3_F7,0.0
torres_torres,svm,wpli_delta_C3_F7,0.0
torres_torres,random_forest,wpli_theta_C3_F7,0.0006275009596729558
torres_torres,svm,wpli_theta_C3_F7,0.0
torres_torres,random_forest,wpli_alpha_C3_F7,0.015394132510891882
torres_torres,svm,wpli_alpha_C3_F7,0.0
torres_torres,random_forest,wpli_beta_C3_F7,0.00455687336014586
torres_torres,svm,wpli_beta_C3_F7,0.0
torres_torres,random_forest,wpli_gamma_C3_F7,0.0001247134680866294
torres_torres,svm,wpli_gamma_C3_F7,0.0
torres_torres,random_forest,wpli_delta_C4_F7,0.0025506051638817294
torres_torres,svm,wpli_delta_C4_F7,0.0
torres_torres,random_forest,wpli_theta_C4_F7,0.00027580707745879235
torres_torres,svm,wpli_theta_C4_F7,0.0
torres_torres,random_forest,wpli_alpha_C4_F7,0.0018712522234544037
torres_torres,svm,wpli_alpha_C4_F7,0.0
torres_torres,random_forest,wpli_beta_C4_F7,0.0011955005859311933
torres_torres,svm,wpli_beta_C4_F7,0.0
torres_torres,random_forest,wpli_gamma_C4_F7,0.0006963617344644546
torres_torres,svm,wpli_gamma_C4_F7,0.0
torres_torres,random_forest,wpli_delta_F3_F7,0.004894027121396713
torres_torres,svm,wpli_delta_F3_F7,0.0
torres_torres,random_forest,wpli_theta_F3_F7,0.004527462677653731
torres_torres,svm,wpli_theta_F3_F7,0.0
torres_torres,random_forest,wpli_alpha_F3_F7,0.006678349149914993
torres_torres,svm,wpli_alpha_F3_F7,0.0
torres_torres,random_forest,wpli_beta_F3_F7,0.0
torres_torres,svm,wpli_beta_F3_F7,0.0
torres_torres,random_forest,wpli_gamma_F3_F7,0.002966971631037702
torres_torres,svm,wpli_gamma_F3_F7,0.0
torres_torres,random_forest,wpli_delta_F4_F7,0.004168031039927868
torres_torres,svm,wpli_delta_F4_F7,0.0
torres_torres,random_forest,wpli_theta_F4_F7,0.001849767203570981
torres_torres,svm,wpli_theta_F4_F7,0.0
torres_torres,random_forest,wpli_alpha_F4_F7,0.002569170134613461
torres_torres,svm,wpli_alpha_F4_F7,0.0
torres_torres,random_forest,wpli_beta_F4_F7,0.0010314347949911392
torres_torres,svm,wpli_beta_F4_F7,0.0
torres_torres,random_forest,wpli_gamma_F4_F7,0.0011162527596328172
torres_torres,svm,wpli_gamma_F4_F7,0.0
torres_torres,random_forest,wpli_delta_C3_F8,0.001784751751476395
torres_torres,svm,wpli_delta_C3_F8,0.0
torres_torres,random_forest,wpli_theta_C3_F8,0.005674447253040131
torres_torres,svm,wpli_theta_C3_F8,0.0
torres_torres,random_forest,wpli_alpha_C3_F8,0.0003463671811639802
torres_torres,svm,wpli_alpha_C3_F8,0.0
torres_torres,random_forest,wpli_beta_C3_F8,0.0013307558369321975
torres_torres,svm,wpli_beta_C3_F8,0.0
torres_torres,random_forest,wpli_gamma_C3_F8,0.0011756980349815756
torres_torres,svm,wpli_gamma_C3_F8,0.0
torres_torres,random_forest,wpli_delta_C4_F8,0.0009223920750312141
torres_torres,svm,wpli_delta_C4_F8,0.0
torres_torres,random_forest,wpli_theta_C4_F8,0.0013940101099867977
torres_torres,svm,wpli_theta_C4_F8,0.0
torres_torres,random_forest,wpli_alpha_C4_F8,0.0003799641418756539
torres_torres,svm,wpli_alpha_C4_F8,0.0
torres_torres,random_forest,wpli_beta_C4_F8,0.0013375896311595356
torres_torres,svm,wpli_beta_C4_F8,0.0
torres_torres,random_forest,wpli_gamma_C4_F8,0.0017421600789432094
torres_torres,svm,wpli_gamma_C4_F8,0.0
torres_torres,random_forest,wpli_delta_F3_F8,0.0008672572594902251
torres_torres,svm,wpli_delta_F3_F8,0.0
torres_torres,random_forest,wpli_theta_F3_F8,0.0017491666116106438
torres_torres,svm,wpli_theta_F3_F8,0.0
torres_torres,random_forest,wpli_alpha_F3_F8,5.2239301825223834e-18
torres_torres,svm,wpli_alpha_F3_F8,0.0
torres_torres,random_forest,wpli_beta_F3_F8,0.0011120489526398735
torres_torres,svm,wpli_beta_F3_F8,0.0
torres_torres,random_forest,wpli_gamma_F3_F8,4.501206768976378e-05
torres_torres,svm,wpli_gamma_F3_F8,0.0
torres_torres,random_forest,wpli_delta_F4_F8,0.0004078004717405646
torres_torres,svm,wpli_delta_F4_F8,0.0
torres_torres,random_forest,wpli_theta_F4_F8,1.449015559345659e-17
torres_torres,svm,wpli_theta_F4_F8,0.0
torres_torres,random_forest,wpli_alpha_F4_F8,0.003018923371948947
torres_torres,svm,wpli_alpha_F4_F8,0.0
torres_torres,random_forest,wpli_beta_F4_F8,0.0006819738583756249
torres_torres,svm,wpli_beta_F4_F8,0.0
torres_torres,random_forest,wpli_gamma_F4_F8,0.0
torres_torres,svm,wpli_gamma_F4_F8,0.0
torres_torres,random_forest,wpli_delta_F7_F8,0.003054922983262794
torres_torres,svm,wpli_delta_F7_F8,0.0
torres_torres,random_forest,wpli_theta_F7_F8,0.0006050665451981157
torres_torres,svm,wpli_theta_F7_F8,0.0
torres_torres,random_forest,wpli_alpha_F7_F8,0.0004275765387450577
torres_torres,svm,wpli_alpha_F7_F8,0.0
torres_torres,random_forest,wpli_beta_F7_F8,0.00031530648216315864
torres_torres,svm,wpli_beta_F7_F8,0.0
torres_torres,random_forest,wpli_gamma_F7_F8,0.002546483895487538
torres_torres,svm,wpli_gamma_F7_F8,0.0
torres_torres,random_forest,wpli_delta_C3_Fp1,0.001358367658459792
torres_torres,svm,wpli_delta_C3_Fp1,0.0
torres_torres,random_forest,wpli_theta_C3_Fp1,0.0
torres_torres,svm,wpli_theta_C3_Fp1,0.0
torres_torres,random_forest,wpli_alpha_C3_Fp1,0.0
torres_torres,svm,wpli_alpha_C3_Fp1,0.0
torres_torres,random_forest,wpli_beta_C3_Fp1,0.00033051942826053406
torres_torres,svm,wpli_beta_C3_Fp1,0.0
torres_torres,random_forest,wpli_gamma_C3_Fp1,0.0009963509691716826
torres_torres,svm,wpli_gamma_C3_Fp1,0.0
torres_torres,random_forest,wpli_delta_C4_Fp1,0.0038760758408914204
torres_torres,svm,wpli_delta_C4_Fp1,0.0
torres_torres,random_forest,wpli_theta_C4_Fp1,0.0016028437257864625
torres_torres,svm,wpli_theta_C4_Fp1,0.0
torres_torres,random_forest,wpli_alpha_C4_Fp1,0.0
torres_torres,svm,wpli_alpha_C4_Fp1,0.0
torres_torres,random_forest,wpli_beta_C4_Fp1,0.001102780767725514
torres_torres,svm,wpli_beta_C4_Fp1,0.0
torres_torres,random_forest,wpli_gamma_C4_Fp1,0.005814134387378238
torres_torres,svm,wpli_gamma_C4_Fp1,0.0
torres_torres,random_forest,wpli_delta_F3_Fp1,0.003750126442934049
torres_torres,svm,wpli_delta_F3_Fp1,0.0
torres_torres,random_forest,wpli_theta_F3_Fp1,0.008061744790904293
torres_torres,svm,wpli_theta_F3_Fp1,0.0
torres_torres,random_forest,wpli_alpha_F3_Fp1,0.0010953628388802356
torres_torres,svm,wpli_alpha_F3_Fp1,0.0
torres_torres,random_forest,wpli_beta_F3_Fp1,0.001123383818880592
torres_torres,svm,wpli_beta_F3_Fp1,0.0
torres_torres,random_forest,wpli_gamma_F3_Fp1,0.0013379446469909781
torres_torres,svm,wpli_gamma_F3_Fp1,0.0
torres_torres,random_forest,wpli_delta_F4_Fp1,4.645187876985214e-05
torres_torres,svm,wpli_delta_F4_Fp1,0.0
torres_torres,random_forest,wpli_theta_F4_Fp1,0.0017977281793513271
torres_torres,svm,wpli_theta_F4_Fp1,0.0
torres_torres,random_forest,wpli_alpha_F4_Fp1,0.0026816465362113294
torres_torres,svm,wpli_alpha_F4_Fp1,0.0
torres_torres,random_forest,wpli_beta_F4_Fp1,0.0030298250238540757
torres_torres,svm,wpli_beta_F4_Fp1,0.0
torres_torres,random_forest,wpli_gamma_F4_Fp1,0.0023357005845217214
torres_torres,svm,wpli_gamma_F4_Fp1,0.0
torres_torres,random_forest,wpli_delta_F7_Fp1,0.001313470134162209
torres_torres,svm,wpli_delta_F7_Fp1,0.0
torres_torres,random_forest,wpli_theta_F7_Fp1,0.005561885048833794
torres_torres,svm,wpli_theta_F7_Fp1,0.0
torres_torres,random_forest,wpli_alpha_F7_Fp1,0.001472253526629346
torres_torres,svm,wpli_alpha_F7_Fp1,0.0
torres_torres,random_forest,wpli_beta_F7_Fp1,0.005048469694108551
torres_torres,svm,wpli_beta_F7_Fp1,0.0
torres_torres,random_forest,wpli_gamma_F7_Fp1,0.00043639469099237914
torres_torres,svm,wpli_gamma_F7_Fp1,0.0
torres_torres,random_forest,wpli_delta_F8_Fp1,0.0003564295828552927
torres_torres,svm,wpli_delta_F8_Fp1,0.0
torres_torres,random_forest,wpli_theta_F8_Fp1,0.0011167064659257271
torres_torres,svm,wpli_theta_F8_Fp1,0.0
torres_torres,random_forest,wpli_alpha_F8_Fp1,0.0006853199522724074
torres_torres,svm,wpli_alpha_F8_Fp1,0.0
torres_torres,random_forest,wpli_beta_F8_Fp1,0.0013743663491481376
torres_torres,svm,wpli_beta_F8_Fp1,0.0
torres_torres,random_forest,wpli_gamma_F8_Fp1,0.0015469371025861325
torres_torres,svm,wpli_gamma_F8_Fp1,0.0
torres_torres,random_forest,wpli_delta_C3_Fp2,0.0004157608090770446
torres_torres,svm,wpli_delta_C3_Fp2,0.0
torres_torres,random_forest,wpli_theta_C3_Fp2,0.0005348915548629163
torres_torres,svm,wpli_theta_C3_Fp2,0.0
torres_torres,random_forest,wpli_alpha_C3_Fp2,1.282272269838438e-18
torres_torres,svm,wpli_alpha_C3_Fp2,0.0
torres_torres,random_forest,wpli_beta_C3_Fp2,0.000249157332124175
torres_torres,svm,wpli_beta_C3_Fp2,0.0
torres_torres,random_forest,wpli_gamma_C3_Fp2,0.002471941307228981
torres_torres,svm,wpli_gamma_C3_Fp2,0.0
torres_torres,random_forest,wpli_delta_C4_Fp2,0.0016926585472123081
torres_torres,svm,wpli_delta_C4_Fp2,0.0
torres_torres,random_forest,wpli_theta_C4_Fp2,0.0007183819047222415
torres_torres,svm,wpli_theta_C4_Fp2,0.0
torres_torres,random_forest,wpli_alpha_C4_Fp2,0.0008283497138491381
torres_torres,svm,wpli_alpha_C4_Fp2,0.0
torres_torres,random_forest,wpli_beta_C4_Fp2,0.0003513890910235089
torres_torres,svm,wpli_beta_C4_Fp2,0.0
torres_torres,random_forest,wpli_gamma_C4_Fp2,0.0006068278545373973
torres_torres,svm,wpli_gamma_C4_Fp2,0.0
torres_torres,random_forest,wpli_delta_F3_Fp2,0.0012286834744168775
torres_torres,svm,wpli_delta_F3_Fp2,0.0
torres_torres,random_forest,wpli_theta_F3_Fp2,0.002523866352298343
torres_torres,svm,wpli_theta_F3_Fp2,0.0
torres_torres,random_forest,wpli_alpha_F3_Fp2,0.000401229127512343
torres_torres,svm,wpli_alpha_F3_Fp2,0.0
torres_torres,random_forest,wpli_beta_F3_Fp2,0.0
torres_torres,svm,wpli_beta_F3_Fp2,0.0
torres_torres,random_forest,wpli_gamma_F3_Fp2,0.002003473291705722
torres_torres,svm,wpli_gamma_F3_Fp2,0.0
torres_torres,random_forest,wpli_delta_F4_Fp2,0.002468340388665702
torres_torres,svm,wpli_delta_F4_Fp2,0.0
torres_torres,random_forest,wpli_theta_F4_Fp2,6.913837266730148e-05
torres_torres,svm,wpli_theta_F4_Fp2,0.0
torres_torres,random_forest,wpli_alpha_F4_Fp2,0.000570049524871391
torres_torres,svm,wpli_alpha_F4_Fp2,0.0
torres_torres,random_forest,wpli_beta_F4_Fp2,0.001601095708845952
torres_torres,svm,wpli_beta_F4_Fp2,0.0
torres_torres,random_forest,wpli_gamma_F4_Fp2,0.001101397611425533
torres_torres,svm,wpli_gamma_F4_Fp2,0.0
torres_torres,random_forest,wpli_delta_F7_Fp2,0.0025705099561936363
torres_torres,svm,wpli_delta_F7_Fp2,0.0
torres_torres,random_forest,wpli_theta_F7_Fp2,0.0077788372665764495
torres_torres,svm,wpli_theta_F7_Fp2,0.0
torres_torres,random_forest,wpli_alpha_F7_Fp2,0.003600457288619531
torres_torres,svm,wpli_alpha_F7_Fp2,0.0
torres_torres,random_forest,wpli_beta_F7_Fp2,0.0
torres_torres,svm,wpli_beta_F7_Fp2,0.0
torres_torres,random_forest,wpli_gamma_F7_Fp2,0.002070440872408336
torres_torres,svm,wpli_gamma_F7_Fp2,0.0
torres_torres,random_forest,wpli_delta_F8_Fp2,0.0
torres_torres,svm,wpli_delta_F8_Fp2,0.0
torres_torres,random_forest,wpli_theta_F8_Fp2,0.006689764125134321
torres_torres,svm,wpli_theta_F8_Fp2,0.0
torres_torres,random_forest,wpli_alpha_F8_Fp2,0.0005448537426597691
torres_torres,svm,wpli_alpha_F8_Fp2,0.0
torres_torres,random_forest,wpli_beta_F8_Fp2,0.0027101409356823153
torres_torres,svm,wpli_beta_F8_Fp2,0.0
torres_torres,random_forest,wpli_gamma_F8_Fp2,0.0014177185424504844
torres_torres,svm,wpli_gamma_F8_Fp2,0.0
torres_torres,random_forest,wpli_delta_Fp1_Fp2,0.0014289271574313641
torres_torres,svm,wpli_delta_Fp1_Fp2,0.0
torres_torres,random_forest,wpli_theta_Fp1_Fp2,5.34190135362028e-19
torres_torres,svm,wpli_theta_Fp1_Fp2,0.0
torres_torres,random_forest,wpli_alpha_Fp1_Fp2,0.002714382133425947
torres_torres,svm,wpli_alpha_Fp1_Fp2,0.0
torres_torres,random_forest,wpli_beta_Fp1_Fp2,0.0006992751433119143
torres_torres,svm,wpli_beta_Fp1_Fp2,0.0
torres_torres,random_forest,wpli_gamma_Fp1_Fp2,0.001318911162403093
torres_torres,svm,wpli_gamma_Fp1_Fp2,0.0
torres_torres,random_forest,wpli_delta_C3_Fz,0.0009832570302740881
torres_torres,svm,wpli_delta_C3_Fz,0.0
torres_torres,random_forest,wpli_theta_C3_Fz,0.0018327373876012775
torres_torres,svm,wpli_theta_C3_Fz,0.0
torres_torres,random_forest,wpli_alpha_C3_Fz,0.0010520314515481664
torres_torres,svm,wpli_alpha_C3_Fz,0.0
torres_torres,random_forest,wpli_beta_C3_Fz,0.007076832560672513
torres_torres,svm,wpli_beta_C3_Fz,0.0
torres_torres,random_forest,wpli_gamma_C3_Fz,0.0007435096616548826
torres_torres,svm,wpli_gamma_C3_Fz,0.0
torres_torres,random_forest,wpli_delta_C4_Fz,0.00035737417359060444
torres_torres,svm,wpli_delta_C4_Fz,0.0
torres_torres,random_forest,wpli_theta_C4_Fz,0.001982464234485326
torres_torres,svm,wpli_theta_C4_Fz,0.0
torres_torres,random_forest,wpli_alpha_C4_Fz,0.0016082286257311407
torres_torres,svm,wpli_alpha_C4_Fz,0.0
torres_torres,random_forest,wpli_beta_C4_Fz,0.005503015185899415
torres_torres,svm,wpli_beta_C4_Fz,0.0
torres_torres,random_forest,wpli_gamma_C4_Fz,0.0019649742309065955
torres_torres,svm,wpli_gamma_C4_Fz,0.0
torres_torres,random_forest,wpli_delta_F3_Fz,0.007861823395272667
torres_torres,svm,wpli_delta_F3_Fz,0.0
torres_torres,random_forest,wpli_theta_F3_Fz,0.0005944506490976445
torres_torres,svm,wpli_theta_F3_Fz,0.0
torres_torres,random_forest,wpli_alpha_F3_Fz,0.00041824122985246055
torres_torres,svm,wpli_alpha_F3_Fz,0.0
torres_torres,random_forest,wpli_beta_F3_Fz,0.0037617769856196394
torres_torres,svm,wpli_beta_F3_Fz,0.0
torres_torres,random_forest,wpli_gamma_F3_Fz,0.0037152352102641116
torres_torres,svm,wpli_gamma_F3_Fz,0.0
torres_torres,random_forest,wpli_delta_F4_Fz,0.0010703458637120712
torres_torres,svm,wpli_delta_F4_Fz,0.0
torres_torres,random_forest,wpli_theta_F4_Fz,0.0012016652891723351
torres_torres,svm,wpli_theta_F4_Fz,0.0
torres_torres,random_forest,wpli_alpha_F4_Fz,0.0013347707518603104
torres_torres,svm,wpli_alpha_F4_Fz,0.0
torres_torres,random_forest,wpli_beta_F4_Fz,0.0004015356932439303
torres_torres,svm,wpli_beta_F4_Fz,0.0
torres_torres,random_forest,wpli_gamma_F4_Fz,0.0013188437423203036
torres_torres,svm,wpli_gamma_F4_Fz,0.0
torres_torres,random_forest,wpli_delta_F7_Fz,0.0
torres_torres,svm,wpli_delta_F7_Fz,0.0
torres_torres,random_forest,wpli_theta_F7_Fz,0.0023555161566087383
torres_torres,svm,wpli_theta_F7_Fz,0.0
torres_torres,random_forest,wpli_alpha_F7_Fz,0.001976631523482322
torres_torres,svm,wpli_alpha_F7_Fz,0.0
torres_torres,random_forest,wpli_beta_F7_Fz,0.0
torres_torres,svm,wpli_beta_F7_Fz,0.0
torres_torres,random_forest,wpli_gamma_F7_Fz,0.0
torres_torres,svm,wpli_gamma_F7_Fz,0.0
torres_torres,random_forest,wpli_delta_F8_Fz,0.00046366713997065374
torres_torres,svm,wpli_delta_F8_Fz,0.0
torres_torres,random_forest,wpli_theta_F8_Fz,0.008535228693213666
torres_torres,svm,wpli_theta_F8_Fz,0.0
torres_torres,random_forest,wpli_alpha_F8_Fz,0.001449684191849281
torres_torres,svm,wpli_alpha_F8_Fz,0.0
torres_torres,random_forest,wpli_beta_F8_Fz,0.0002981658087874071
torres_torres,svm,wpli_beta_F8_Fz,0.0
torres_torres,random_forest,wpli_gamma_F8_Fz,0.003318005694991819
torres_torres,svm,wpli_gamma_F8_Fz,0.0
